z1,z2,z3,z4,z5,z6,z7,z8,window,source,cluster
1.3798195,0.21824329,-1.2003858,1.0743581,-0.39730605,1.5317093,1.0209705,1.1957313,44,比嘉2人目緊張.csv,2
1.3809323,0.1711886,-1.2478703,1.1140114,-0.33431414,1.5295143,0.98700356,1.2378293,45,比嘉2人目緊張.csv,2
1.3506026,0.1503151,-1.2828536,1.108646,-0.26667747,1.5674698,0.9633687,1.2634863,46,比嘉2人目緊張.csv,2
1.3155932,0.13498357,-1.3428373,1.106194,-0.22514762,1.6108439,0.9068664,1.2620248,47,比嘉2人目緊張.csv,2
1.275271,0.13127297,-1.3379387,1.1185333,-0.21912333,1.6543204,0.89691395,1.2617568,48,比嘉2人目緊張.csv,2
1.2540774,0.16623795,-1.3035088,1.1106393,-0.20301709,1.6960196,0.8713611,1.268217,49,比嘉2人目緊張.csv,2
1.2431172,0.18751878,-1.2486043,1.1046374,-0.17864752,1.722515,0.8395786,1.2764003,50,比嘉2人目緊張.csv,2
1.2447003,0.20057842,-1.1814227,1.1037358,-0.17811735,1.7555615,0.7936044,1.2718328,51,比嘉2人目緊張.csv,2
1.2803658,0.19023867,-1.0730602,1.0567424,-0.17826529,1.7852678,0.71248007,1.2499356,52,比嘉2人目緊張.csv,2
1.2719713,0.21160609,-0.95915496,1.0332817,-0.14217718,1.7887553,0.66309154,1.2685162,53,比嘉2人目緊張.csv,2
1.2691197,0.23116703,-0.8575037,0.9931579,-0.094063275,1.7974887,0.6129993,1.3116387,54,比嘉2人目緊張.csv,2
1.2716088,0.25324142,-0.75162977,0.9444643,-0.040098697,1.7836046,0.57225704,1.34347,55,比嘉2人目緊張.csv,2
1.2771106,0.26859114,-0.6824455,0.91462857,-0.005297547,1.7896265,0.5380102,1.3712522,56,比嘉2人目緊張.csv,2
1.2910572,0.27856192,-0.6155044,0.8895035,0.018843442,1.7941483,0.5002878,1.3857085,57,比嘉2人目緊張.csv,2
1.3063041,0.28175357,-0.54306865,0.8497366,0.040369198,1.8030698,0.45833609,1.4103522,58,比嘉2人目緊張.csv,2
1.3133328,0.2679788,-0.48301506,0.78417104,0.046848703,1.82159,0.42443633,1.4585044,59,比嘉2人目緊張.csv,2
1.3105246,0.2370267,-0.4045493,0.7293145,0.061323225,1.8026862,0.4000296,1.4714335,60,比嘉2人目緊張.csv,2
1.3142401,0.22007501,-0.3234979,0.67830545,0.005031524,1.7963921,0.4128946,1.489719,61,比嘉2人目緊張.csv,2
1.2991016,0.22136003,-0.26816112,0.61305106,-0.020298062,1.7748016,0.44327945,1.5142621,62,比嘉2人目緊張.csv,2
1.2804068,0.23500933,-0.24144097,0.553466,-0.058748715,1.7236508,0.50455225,1.5616771,63,比嘉2人目緊張.csv,2
1.2483561,0.25147206,-0.2722642,0.5020736,-0.061672337,1.6798354,0.5805088,1.6480371,64,比嘉2人目緊張.csv,2
1.2461677,0.25578263,-0.29113364,0.4499124,-0.12768617,1.6079985,0.64218843,1.658467,65,比嘉2人目緊張.csv,2
1.2397052,0.2531384,-0.33913952,0.4105534,-0.1939856,1.5360421,0.7021266,1.6570718,66,比嘉2人目緊張.csv,2
1.2367848,0.249296,-0.39212784,0.34626085,-0.26444015,1.4486194,0.7594556,1.6552391,67,比嘉2人目緊張.csv,2
1.2423581,0.23140408,-0.39290616,0.21640322,-0.32293582,1.343998,0.7903097,1.6345881,68,比嘉2人目緊張.csv,2
1.2392999,0.19890177,-0.46440813,0.13180584,-0.39647868,1.2508731,0.8387277,1.6259147,69,比嘉2人目緊張.csv,2
1.2148943,0.16198109,-0.55014384,0.03994655,-0.4723952,1.1667365,0.89755017,1.5985856,70,比嘉2人目緊張.csv,2
1.1920999,0.16422346,-0.59896475,-0.014074046,-0.5779422,1.0958372,0.9646572,1.5251484,71,比嘉2人目緊張.csv,2
1.1841722,0.16368487,-0.6324398,-0.07343264,-0.6292117,1.0453317,0.9908545,1.4801971,72,比嘉2人目緊張.csv,2
1.2069627,0.16636479,-0.6783813,-0.086065695,-0.71564686,1.0160532,1.0100192,1.4071745,73,比嘉2人目緊張.csv,2
1.2319865,0.1624459,-0.74143434,-0.08293312,-0.7921569,0.9792384,1.0344337,1.3317301,74,比嘉2人目緊張.csv,2
1.2689513,0.14866512,-0.83412236,-0.04167392,-0.88369167,0.9793737,1.0416089,1.2609429,75,比嘉2人目緊張.csv,2
1.2833499,0.13555895,-0.9074821,-0.009961596,-0.9600667,0.9709976,1.0506262,1.1932133,76,比嘉2人目緊張.csv,2
1.2777863,0.13371365,-0.9579411,0.023016915,-1.0302196,0.96836966,1.0618138,1.1219513,77,比嘉2人目緊張.csv,2
1.2487891,0.12728612,-0.99805593,0.020096611,-1.0606966,0.9477997,1.0796229,1.0756631,78,比嘉2人目緊張.csv,2
1.1818603,0.12149611,-1.0853733,0.060408086,-1.1143227,0.92296475,1.1337861,1.0035009,79,比嘉2人目緊張.csv,5
1.1472632,0.12973845,-1.1145084,0.10369453,-1.1784573,0.94457436,1.1344683,0.9365357,80,比嘉2人目緊張.csv,5
1.1384563,0.13244396,-1.1552873,0.17411166,-1.2740799,0.9643923,1.1527487,0.84465754,81,比嘉2人目緊張.csv,5
1.1427791,0.16150941,-1.170305,0.26532668,-1.3555595,1.012003,1.1283916,0.72594553,82,比嘉2人目緊張.csv,5
1.1745727,0.19300285,-1.1563934,0.32898217,-1.3980488,1.0776471,1.058615,0.6305757,83,比嘉2人目緊張.csv,5
1.2064674,0.22547849,-1.116817,0.39266214,-1.4092779,1.1384331,1.011479,0.56268173,84,比嘉2人目緊張.csv,5
1.2273691,0.26379248,-1.0787046,0.4494855,-1.4078685,1.1793998,0.9972894,0.50842893,85,比嘉2人目緊張.csv,5
1.2224908,0.30401558,-1.044003,0.5057846,-1.4088422,1.224687,1.0089337,0.46276703,86,比嘉2人目緊張.csv,5
1.1853197,0.3526313,-1.0066576,0.5678224,-1.4030318,1.2894502,1.0261785,0.42685485,87,比嘉2人目緊張.csv,5
1.1472418,0.42139813,-0.9706594,0.62303966,-1.3743098,1.3571126,1.0366429,0.40155458,88,比嘉2人目緊張.csv,5
1.1084011,0.48834395,-0.93136567,0.6609027,-1.3283218,1.3992262,1.0314456,0.37120652,89,比嘉2人目緊張.csv,5
1.0812621,0.54899603,-0.88416535,0.6794393,-1.2843869,1.4337378,1.0177206,0.368942,90,比嘉2人目緊張.csv,5
1.0489773,0.589134,-0.85854197,0.7007495,-1.2349153,1.4736402,0.99314237,0.39878052,91,比嘉2人目緊張.csv,5
1.0128971,0.6182913,-0.83478624,0.7233601,-1.1893798,1.5036805,0.96306366,0.4324232,92,比嘉2人目緊張.csv,5
0.9346959,0.63902783,-0.8732032,0.73692614,-1.1302869,1.5772091,0.87688476,0.42688012,93,比嘉2人目緊張.csv,5
0.90798134,0.67421216,-0.83821654,0.75834864,-1.0818702,1.6149225,0.8715882,0.47814932,94,比嘉2人目緊張.csv,5
0.88133246,0.71296954,-0.78404343,0.7602394,-1.0473801,1.6378505,0.86764336,0.5155138,95,比嘉2人目緊張.csv,5
0.8629209,0.74838334,-0.72014123,0.7512394,-0.99353784,1.6688639,0.86002344,0.5731578,96,比嘉2人目緊張.csv,5
0.83017635,0.778174,-0.67229944,0.74306726,-0.9163793,1.6843771,0.8368485,0.6285476,97,比嘉2人目緊張.csv,2
0.80353457,0.8192883,-0.62199414,0.74120307,-0.8602238,1.6626943,0.8278315,0.6243827,98,比嘉2人目緊張.csv,2
0.7741946,0.86849564,-0.51235044,0.73738825,-0.79557437,1.6762679,0.80291814,0.6403417,99,比嘉2人目緊張.csv,2
0.73663044,0.92143244,-0.4118466,0.7159613,-0.7411201,1.7090496,0.79840916,0.70672584,100,比嘉2人目緊張.csv,2
0.7231132,0.9660767,-0.3143664,0.69153214,-0.6925684,1.7276149,0.78088915,0.7545602,101,比嘉2人目緊張.csv,2
0.6757004,1.004441,-0.24724309,0.65790945,-0.62610596,1.7550328,0.75986636,0.824564,102,比嘉2人目緊張.csv,2
0.5999111,1.0388954,-0.22019732,0.5927544,-0.5588649,1.7538142,0.764072,0.9232571,103,比嘉2人目緊張.csv,2
0.5202731,1.0608994,-0.2476218,0.50150865,-0.469259,1.7566098,0.75918645,1.0395203,104,比嘉2人目緊張.csv,2
0.45981038,1.0807508,-0.2935152,0.40886822,-0.37898335,1.7338513,0.7692692,1.1418381,105,比嘉2人目緊張.csv,2
0.4122605,1.0874556,-0.34445706,0.31920704,-0.27296713,1.7012912,0.7399845,1.1970929,106,比嘉2人目緊張.csv,2
0.4396323,1.0783134,-0.31726158,0.19642821,-0.21570158,1.7198608,0.7109713,1.3018764,107,比嘉2人目緊張.csv,2
0.53651184,1.0559342,-0.25362724,0.044291124,-0.13716206,1.7306061,0.6498196,1.4316592,108,比嘉2人目緊張.csv,2
0.6108876,1.0186594,-0.21895395,-0.05083543,-0.107019015,1.7472321,0.567582,1.5206056,109,比嘉2人目緊張.csv,2
0.6437144,0.98010415,-0.22443326,-0.1291258,-0.112908505,1.767901,0.5075884,1.5639961,110,比嘉2人目緊張.csv,2
0.6708297,0.96000135,-0.25921798,-0.24373788,-0.1348946,1.7340335,0.49071175,1.6036326,111,比嘉2人目緊張.csv,2
0.7213472,0.8991692,-0.26881373,-0.42117643,-0.12690493,1.6736039,0.46321142,1.6787559,112,比嘉2人目緊張.csv,2
0.7423216,0.84141666,-0.35890752,-0.54303163,-0.18697773,1.5491034,0.5208247,1.7091515,113,比嘉2人目緊張.csv,2
0.7638969,0.79713744,-0.43419167,-0.59122175,-0.2710079,1.4706194,0.583832,1.6833818,114,比嘉2人目緊張.csv,2
0.77382684,0.7405237,-0.52127546,-0.65292895,-0.35524243,1.397016,0.61548275,1.6436139,115,比嘉2人目緊張.csv,2
0.78533393,0.6808921,-0.61793166,-0.6918554,-0.4567924,1.3273295,0.640094,1.5718735,116,比嘉2人目緊張.csv,2
0.7766145,0.63528734,-0.7439401,-0.7541194,-0.5570696,1.2515527,0.6784442,1.4734639,117,比嘉2人目緊張.csv,2
0.7816645,0.5858236,-0.87375414,-0.8203656,-0.65128094,1.200479,0.7109436,1.3688406,118,比嘉2人目緊張.csv,5
0.82955205,0.5275631,-0.96144336,-0.80958676,-0.77482104,1.1836133,0.71259505,1.2778217,119,比嘉2人目緊張.csv,5
0.88665384,0.48818272,-1.0342214,-0.7901995,-0.8774803,1.1805379,0.70239174,1.1945535,120,比嘉2人目緊張.csv,5
0.93076926,0.44420764,-1.1107458,-0.78946036,-0.9586941,1.180378,0.68586534,1.1267091,121,比嘉2人目緊張.csv,5
0.96850044,0.40527597,-1.1395928,-0.7407501,-1.0839972,1.2384456,0.655333,1.0555779,122,比嘉2人目緊張.csv,5
1.0168287,0.3793121,-1.1813678,-0.69549644,-1.1711473,1.2837113,0.6228241,0.97760826,123,比嘉2人目緊張.csv,5
1.0408764,0.38948837,-1.2475452,-0.6361489,-1.2393486,1.2725705,0.6208662,0.87289256,124,比嘉2人目緊張.csv,5
1.0433757,0.40605882,-1.2801192,-0.5919524,-1.3579208,1.2966175,0.6172687,0.7407315,125,比嘉2人目緊張.csv,5
1.0694054,0.4236517,-1.3014606,-0.5209022,-1.4833795,1.3600243,0.59585327,0.60248756,126,比嘉2人目緊張.csv,5
1.1196811,0.46229807,-1.3019278,-0.4463289,-1.5699627,1.4028317,0.5708139,0.4576599,127,比嘉2人目緊張.csv,5
1.1263041,0.50447005,-1.3042504,-0.3651064,-1.6125966,1.45162,0.55862886,0.33772406,128,比嘉2人目緊張.csv,5
1.0719285,0.5357997,-1.2864559,-0.31621608,-1.6065832,1.4609227,0.5522703,0.23051238,129,比嘉2人目緊張.csv,5
1.0626527,0.60820585,-1.2779702,-0.27631858,-1.6513824,1.4924033,0.55807495,0.13948204,130,比嘉2人目緊張.csv,5
1.0386142,0.6591615,-1.2541128,-0.2355565,-1.666102,1.5119085,0.56587064,0.07357122,131,比嘉2人目緊張.csv,5
1.0053945,0.7120055,-1.2318141,-0.19573028,-1.6532474,1.5296614,0.5758291,0.029216139,132,比嘉2人目緊張.csv,5
0.9559668,0.7764835,-1.2334877,-0.12584966,-1.6515694,1.5897654,0.6066112,-0.015516724,133,比嘉2人目緊張.csv,5
0.9102177,0.8638764,-1.202789,-0.041212797,-1.6417701,1.6748763,0.63228273,-0.064671844,134,比嘉2人目緊張.csv,5
0.89625484,0.94820863,-1.1797024,0.010560226,-1.6100031,1.7584207,0.6373341,-0.10812902,135,比嘉2人目緊張.csv,5
0.888296,1.031263,-1.1351134,0.042153582,-1.584718,1.7826995,0.6542522,-0.13272288,136,比嘉2人目緊張.csv,5
0.8579958,1.1011304,-1.0885663,0.076797225,-1.5344105,1.7908121,0.6840245,-0.13149281,137,比嘉2人目緊張.csv,5
0.83944494,1.1677719,-1.0292664,0.09606609,-1.4937097,1.8472816,0.66430986,-0.13503964,138,比嘉2人目緊張.csv,5
0.7970303,1.2384508,-0.9412354,0.1293108,-1.4359705,1.8645408,0.6474871,-0.13117567,139,比嘉2人目緊張.csv,5
0.75721794,1.3076742,-0.84977853,0.15484676,-1.3507707,1.87547,0.6202763,-0.11353311,140,比嘉2人目緊張.csv,5
0.69867116,1.3777966,-0.7612091,0.18582284,-1.2896479,1.8650879,0.61997503,-0.08926169,141,比嘉2人目緊張.csv,5
0.58970594,1.4416422,-0.72651273,0.18043363,-1.2023199,1.7669833,0.67789936,-0.03808984,142,比嘉2人目緊張.csv,5
0.4326899,1.46671,-0.68363035,0.14993605,-1.0953945,1.7042383,0.6890835,-0.009399721,143,比嘉2人目緊張.csv,5
0.32746595,1.4999379,-0.60605896,0.13929887,-0.9817578,1.6789242,0.6919372,0.054161243,144,比嘉2人目緊張.csv,5
0.26480335,1.5380948,-0.5080386,0.112608895,-0.88910496,1.6788973,0.67461455,0.11004908,145,比嘉2人目緊張.csv,5
0.21836333,1.5612023,-0.46517318,0.09663484,-0.819857,1.6706992,0.6615495,0.14060944,146,比嘉2人目緊張.csv,5
0.21975626,1.608547,-0.34191975,0.035851054,-0.7036582,1.685626,0.62980014,0.23701331,147,比嘉2人目緊張.csv,5
0.19446962,1.6340821,-0.27810985,0.0018130522,-0.64866644,1.6736275,0.6395371,0.32278347,148,比嘉2人目緊張.csv,5
0.17316265,1.6613373,-0.17849943,-0.06649013,-0.5802764,1.689574,0.59025437,0.4025604,149,比嘉2人目緊張.csv,5
0.15202753,1.6938553,-0.11426939,-0.16490354,-0.47979185,1.7555113,0.48599774,0.4635165,150,比嘉2人目緊張.csv,5
0.18012169,1.7150397,-0.067347094,-0.30231684,-0.4159963,1.7934759,0.4269698,0.5458236,151,比嘉2人目緊張.csv,5
0.18564345,1.7563515,-0.02845805,-0.38359183,-0.40247515,1.7944866,0.41099325,0.58205146,152,比嘉2人目緊張.csv,5
0.18804808,1.7604465,0.0121578295,-0.46205714,-0.40421233,1.7656771,0.41657448,0.6410153,153,比嘉2人目緊張.csv,5
0.20652963,1.7529296,0.028142305,-0.52368706,-0.4475062,1.6809995,0.47421366,0.6887845,154,比嘉2人目緊張.csv,5
0.23226108,1.7017798,0.033842333,-0.624244,-0.4412211,1.6121987,0.49328852,0.7663593,155,比嘉2人目緊張.csv,5
0.61709696,0.24568273,-0.7250402,0.49172646,-0.6381581,2.6025836,0.92641824,1.01813,0,比嘉2人目通常.csv,2
0.60166895,0.28141174,-0.67236084,0.49858966,-0.58400303,2.621063,0.9111477,1.0462177,1,比嘉2人目通常.csv,2
0.5979653,0.3082181,-0.62621135,0.50523365,-0.5411149,2.6388574,0.87928367,1.0506765,2,比嘉2人目通常.csv,2
0.6002443,0.332467,-0.59348935,0.51101804,-0.51216084,2.6493232,0.84689075,1.0358189,3,比嘉2人目通常.csv,2
0.6160528,0.36131075,-0.52861065,0.51371723,-0.47106338,2.6462257,0.83008295,1.0518969,4,比嘉2人目通常.csv,2
0.6259646,0.38521147,-0.47894102,0.5135198,-0.44998378,2.6311893,0.8272678,1.066473,5,比嘉2人目通常.csv,2
0.6329111,0.4082903,-0.44213647,0.5137423,-0.419655,2.6179547,0.810365,1.0788554,6,比嘉2人目通常.csv,2
0.63657147,0.43337804,-0.40586686,0.50847083,-0.37962857,2.6190207,0.7959501,1.1144192,7,比嘉2人目通常.csv,2
0.6520657,0.4521964,-0.361465,0.483432,-0.3350027,2.6134365,0.7826095,1.1789076,8,比嘉2人目通常.csv,2
0.68800235,0.4587939,-0.32396725,0.43441603,-0.29467338,2.6052425,0.74861884,1.2365243,9,比嘉2人目通常.csv,2
0.72194046,0.45585933,-0.3108899,0.38074383,-0.26819417,2.5809867,0.7263745,1.2756636,10,比嘉2人目通常.csv,2
0.7521599,0.44834724,-0.30215144,0.32395077,-0.26665694,2.5488882,0.7316378,1.3206431,11,比嘉2人目通常.csv,2
0.7964627,0.4416851,-0.26953438,0.24784578,-0.25645548,2.511235,0.726089,1.3743155,12,比嘉2人目通常.csv,2
0.84089655,0.43269357,-0.21630602,0.13448364,-0.23899585,2.4978697,0.6725287,1.4244596,13,比嘉2人目通常.csv,2
0.85064185,0.41767803,-0.19924466,0.014271925,-0.26114982,2.5185304,0.61873126,1.4388192,14,比嘉2人目通常.csv,2
0.87133664,0.39451024,-0.26865494,-0.0594055,-0.28028244,2.4931614,0.6136969,1.4553276,15,比嘉2人目通常.csv,2
0.90229803,0.35729867,-0.33263308,-0.1468011,-0.31492424,2.4556572,0.6170838,1.4781489,16,比嘉2人目通常.csv,2
0.9256804,0.31640807,-0.40579548,-0.23181698,-0.3510102,2.4168568,0.6155537,1.4863669,17,比嘉2人目通常.csv,2
0.95987195,0.28010282,-0.44070145,-0.32777837,-0.39057133,2.3672092,0.61533844,1.5085926,18,比嘉2人目通常.csv,2
0.97918934,0.24739556,-0.48782802,-0.42508796,-0.4485413,2.3335595,0.61782116,1.5260317,19,比嘉2人目通常.csv,2
1.0044179,0.22133626,-0.5493823,-0.47486347,-0.5114983,2.2911918,0.6440971,1.5304834,20,比嘉2人目通常.csv,2
1.0295379,0.19746782,-0.6520183,-0.47324786,-0.5826467,2.2450185,0.6994627,1.5107403,21,比嘉2人目通常.csv,2
1.0405214,0.16660999,-0.7470312,-0.48501763,-0.64117724,2.2013388,0.7544531,1.4758621,22,比嘉2人目通常.csv,2
1.032225,0.13178383,-0.8363957,-0.5293592,-0.6796087,2.161083,0.8012641,1.443274,23,比嘉2人目通常.csv,2
1.0226551,0.10348249,-0.87876505,-0.58049786,-0.6950989,2.126561,0.8306741,1.4409566,24,比嘉2人目通常.csv,2
1.0380585,0.08458925,-0.9423848,-0.5783913,-0.7461102,2.1141202,0.84784037,1.4007154,25,比嘉2人目通常.csv,5
1.0379827,0.047694348,-1.0147396,-0.536382,-0.82585466,2.103519,0.8964868,1.3317728,26,比嘉2人目通常.csv,5
0.99030465,0.050953716,-1.1481043,-0.4397899,-0.9614841,2.170229,0.8986352,1.1861864,27,比嘉2人目通常.csv,5
0.9593511,0.070878334,-1.2254977,-0.29611987,-1.1144325,2.2441142,0.914748,1.0194446,28,比嘉2人目通常.csv,5
0.9489846,0.106305584,-1.2674313,-0.22190632,-1.1888916,2.3142686,0.8688558,0.8779536,29,比嘉2人目通常.csv,5
0.9837008,0.15298295,-1.2604334,-0.15115789,-1.2371058,2.3937957,0.79637873,0.7529502,30,比嘉2人目通常.csv,5
1.0224473,0.19144836,-1.2440937,-0.069524825,-1.2867439,2.4479568,0.7616528,0.65846074,31,比嘉2人目通常.csv,5
1.0199149,0.2331078,-1.2149345,0.01203605,-1.309427,2.5119884,0.7248316,0.5794838,32,比嘉2人目通常.csv,5
0.9859404,0.28574166,-1.1810753,0.095601454,-1.3167236,2.5861914,0.7129799,0.5189291,33,比嘉2人目通常.csv,5
0.93872577,0.339868,-1.1572382,0.14039443,-1.2795085,2.66488,0.66402733,0.45522487,34,比嘉2人目通常.csv,5
0.91442424,0.3846018,-1.1281409,0.18755627,-1.2192955,2.6990879,0.61842513,0.41320893,35,比嘉2人目通常.csv,5
0.8836219,0.42564464,-1.0995126,0.23371573,-1.160793,2.7214837,0.5756227,0.4003613,36,比嘉2人目通常.csv,5
0.89936566,0.4729242,-1.0414653,0.29389057,-1.1205534,2.696164,0.54873425,0.40842873,37,比嘉2人目通常.csv,5
0.8970638,0.52640057,-0.9603274,0.3203293,-1.0488493,2.720582,0.49325168,0.39765093,38,比嘉2人目通常.csv,5
0.92719245,0.5936204,-0.83924836,0.32689086,-0.98226863,2.7255287,0.48662955,0.41530836,39,比嘉2人目通常.csv,5
0.90890294,0.6535222,-0.71578515,0.3401503,-0.8678732,2.7520895,0.47086233,0.4777417,40,比嘉2人目通常.csv,5
0.8802016,0.7167117,-0.61722255,0.33887258,-0.7698387,2.7634041,0.4609947,0.5359419,41,比嘉2人目通常.csv,5
0.89280504,0.8061779,-0.53846693,0.33493996,-0.6992564,2.6838682,0.46039188,0.5232899,42,比嘉2人目通常.csv,5
0.87326616,0.8693678,-0.44431973,0.29753408,-0.6125424,2.6979854,0.43426904,0.5483608,43,比嘉2人目通常.csv,5
0.8860751,0.946633,-0.35583284,0.28572702,-0.53482884,2.659543,0.4208428,0.57004684,44,比嘉2人目通常.csv,5
0.87548923,0.99988675,-0.2702735,0.2547178,-0.44649205,2.6744335,0.40702435,0.6509253,45,比嘉2人目通常.csv,2
0.8675316,1.0129676,-0.16933188,0.21973284,-0.33972728,2.7013679,0.38546336,0.7840725,46,比嘉2人目通常.csv,2
0.87511593,1.0092407,-0.116381064,0.13348363,-0.2551137,2.7114213,0.34578803,0.8796897,47,比嘉2人目通常.csv,2
0.9299178,0.99198246,-0.052007403,-0.00869336,-0.24463463,2.7020752,0.31857786,0.96772826,48,比嘉2人目通常.csv,2
0.96555096,1.0085018,-0.038567785,-0.10540889,-0.24153402,2.6747065,0.30493888,1.0405139,49,比嘉2人目通常.csv,2
0.96810776,1.0138897,-0.010113459,-0.20489725,-0.24150822,2.6925888,0.2880646,1.0944568,50,比嘉2人目通常.csv,2
0.97423977,1.0191611,-0.019169109,-0.29643857,-0.23043567,2.6838546,0.2690124,1.1398282,51,比嘉2人目通常.csv,2
0.98500806,1.0069659,-0.03223116,-0.4382349,-0.19033918,2.621957,0.24589476,1.206349,52,比嘉2人目通常.csv,2
1.0351001,0.98253596,-0.040217184,-0.5800202,-0.18821919,2.5476685,0.2583645,1.2855881,53,比嘉2人目通常.csv,2
1.0813733,0.9578983,-0.098715335,-0.6883059,-0.21371745,2.4771378,0.2834011,1.3222545,54,比嘉2人目通常.csv,2
1.1158924,0.92760587,-0.16299258,-0.7682113,-0.2484408,2.4321856,0.30989495,1.3297923,55,比嘉2人目通常.csv,2
1.1520859,0.9141835,-0.21947928,-0.86460227,-0.26185206,2.3929288,0.32632652,1.3497424,56,比嘉2人目通常.csv,2
1.2103828,0.8806861,-0.2917266,-0.9348671,-0.32637703,2.3052268,0.3763607,1.3550406,57,比嘉2人目通常.csv,5
1.2360462,0.86215496,-0.40625072,-1.0189207,-0.4050031,2.2302973,0.40903282,1.331415,58,比嘉2人目通常.csv,5
1.2399586,0.83863807,-0.56018454,-1.0921271,-0.49942574,2.1730552,0.45964476,1.2644668,59,比嘉2人目通常.csv,5
1.2571995,0.8323424,-0.71658057,-1.1370829,-0.6133762,2.1239371,0.52305555,1.1949008,60,比嘉2人目通常.csv,5
1.2733979,0.82572913,-0.8908529,-1.1903862,-0.707359,2.0783455,0.56172365,1.1139925,61,比嘉2人目通常.csv,5
1.2677443,0.80430555,-1.0410666,-1.2250159,-0.8090917,2.1464782,0.5619014,1.0409846,62,比嘉2人目通常.csv,5
1.2426497,0.7806474,-1.1556101,-1.2530512,-0.89853954,2.2149057,0.56207687,0.9899562,63,比嘉2人目通常.csv,5
1.2552001,0.74171746,-1.2063024,-1.2400606,-1.0092624,2.2993016,0.51987034,0.9056431,64,比嘉2人目通常.csv,5
1.2658539,0.725336,-1.2415608,-1.207371,-1.1535685,2.3711164,0.49625868,0.79814136,65,比嘉2人目通常.csv,5
1.293583,0.74693304,-1.2998495,-1.111031,-1.3104523,2.4125588,0.47725874,0.64519227,66,比嘉2人目通常.csv,5
1.3125129,0.7925896,-1.347474,-0.9744311,-1.4244587,2.4555752,0.44136983,0.480404,67,比嘉2人目通常.csv,5
1.3306683,0.8309719,-1.3579772,-0.87120426,-1.4725181,2.4902527,0.41776943,0.35620448,68,比嘉2人目通常.csv,5
1.4050109,0.8672779,-1.3550328,-0.7633496,-1.4962476,2.491604,0.42605212,0.2404829,69,比嘉2人目通常.csv,5
1.4465281,0.9069032,-1.4013529,-0.7111052,-1.5262712,2.510542,0.42698878,0.1540588,70,比嘉2人目通常.csv,5
0.9167352,-1.4923744,0.26518703,0.59600645,0.7069415,-0.7875788,-1.099134,0.24177444,0,水谷1人目_リラックス.csv,3
0.97494847,-1.520158,0.25294834,0.4896915,0.69434625,-0.8252788,-1.1064576,0.2889085,1,水谷1人目_リラックス.csv,3
1.0388266,-1.5505723,0.23532616,0.3824671,0.6742675,-0.85816675,-1.1115056,0.32328027,2,水谷1人目_リラックス.csv,3
1.0949918,-1.5831434,0.20032682,0.30177373,0.63195664,-0.8951511,-1.1032526,0.34660652,3,水谷1人目_リラックス.csv,3
1.122947,-1.605505,0.1411243,0.27445343,0.5768752,-0.9295498,-1.1165719,0.3324748,4,水谷1人目_リラックス.csv,3
1.1268914,-1.6302502,0.06330206,0.25938478,0.5023983,-0.9484545,-1.1235178,0.30384493,5,水谷1人目_リラックス.csv,3
1.1235236,-1.6521131,-0.0059648342,0.24078697,0.4300814,-0.93228537,-1.1480101,0.23771328,6,水谷1人目_リラックス.csv,3
1.0987412,-1.6695186,-0.071436055,0.24288861,0.36074212,-0.9173088,-1.1478821,0.18269596,7,水谷1人目_リラックス.csv,3
1.063433,-1.672622,-0.13066201,0.25499612,0.30519262,-0.90413857,-1.1509376,0.118662305,8,水谷1人目_リラックス.csv,3
0.9944487,-1.6654874,-0.20099156,0.30518666,0.25578344,-0.87962955,-1.1517799,0.026807962,9,水谷1人目_リラックス.csv,3
0.91816247,-1.6490453,-0.26731303,0.3675154,0.20946334,-0.8506032,-1.136047,-0.056132514,10,水谷1人目_リラックス.csv,3
0.84007096,-1.6386355,-0.3347132,0.42697218,0.17842336,-0.81235915,-1.1167606,-0.13165548,11,水谷1人目_リラックス.csv,3
0.78934324,-1.6483777,-0.36640745,0.48008794,0.17319736,-0.7496004,-1.1275628,-0.20448789,12,水谷1人目_リラックス.csv,3
0.7237921,-1.6455852,-0.39016077,0.54370177,0.18458357,-0.6811309,-1.1360246,-0.27778095,13,水谷1人目_リラックス.csv,3
0.6547603,-1.6308066,-0.41218635,0.6050819,0.20782717,-0.6212919,-1.1474737,-0.3355983,14,水谷1人目_リラックス.csv,3
0.62122685,-1.6084415,-0.4054251,0.65171325,0.23453604,-0.5440106,-1.1716465,-0.37809572,15,水谷1人目_リラックス.csv,3
0.58709437,-1.5861453,-0.40192637,0.7140319,0.25685292,-0.4841961,-1.2130746,-0.41578835,16,水谷1人目_リラックス.csv,3
0.5485197,-1.5496101,-0.3874989,0.76510715,0.2782505,-0.42531055,-1.2141014,-0.4398413,17,水谷1人目_リラックス.csv,3
0.52495337,-1.506197,-0.34102157,0.8119594,0.313492,-0.36332545,-1.2259935,-0.4592878,18,水谷1人目_リラックス.csv,3
0.50454885,-1.4623426,-0.30194297,0.86392903,0.3309092,-0.3098943,-1.2268419,-0.48185676,19,水谷1人目_リラックス.csv,3
0.49435717,-1.4130483,-0.24172805,0.9164864,0.3654389,-0.25730887,-1.2401162,-0.49330154,20,水谷1人目_リラックス.csv,3
0.4872825,-1.3634472,-0.14923732,0.95232576,0.4205988,-0.23244329,-1.2542683,-0.47456363,21,水谷1人目_リラックス.csv,3
